2022/5/23 5:40 UPDATE,,
2022/3/2,0:00,2805
2022/3/2,1:00,2713
2022/3/2,2:00,2702
2022/3/2,3:00,2725
2022/3/2,4:00,2786
2022/3/2,5:00,2961
2022/3/2,6:00,3249
2022/3/2,7:00,3411
2022/3/2,8:00,3605
2022/3/2,9:00,3721
2022/3/2,10:00,3712
2022/3/2,11:00,3674
2022/3/2,12:00,3453
2022/3/2,13:00,3463
2022/3/2,14:00,3518
2022/3/2,15:00,3461
2022/3/2,16:00,3599
2022/3/2,17:00,3756
2022/3/2,18:00,3820
2022/3/2,19:00,3723
2022/3/2,20:00,3596
2022/3/2,21:00,3404
2022/3/2,22:00,3220
2022/3/2,23:00,3016
2022/3/3,0:00,2776
2022/3/3,1:00,2682
2022/3/3,2:00,2681
2022/3/3,3:00,2706
2022/3/3,4:00,2771
2022/3/3,5:00,2956
2022/3/3,6:00,3275
2022/3/3,7:00,3453
2022/3/3,8:00,3664
2022/3/3,9:00,3827
2022/3/3,10:00,3741
2022/3/3,11:00,3677
2022/3/3,12:00,3507
2022/3/3,13:00,3549
2022/3/3,14:00,3481
2022/3/3,15:00,3447
2022/3/3,16:00,3563
2022/3/3,17:00,3729
2022/3/3,18:00,3838
2022/3/3,19:00,3767
2022/3/3,20:00,3673
2022/3/3,21:00,3499
2022/3/3,22:00,3303
2022/3/3,23:00,3102
2022/3/4,0:00,2884
2022/3/4,1:00,2792
2022/3/4,2:00,2777
2022/3/4,3:00,2786
2022/3/4,4:00,2838
2022/3/4,5:00,3020
2022/3/4,6:00,3369
2022/3/4,7:00,3633
2022/3/4,8:00,3902
2022/3/4,9:00,4016
2022/3/4,10:00,3986
2022/3/4,11:00,3881
2022/3/4,12:00,3662
2022/3/4,13:00,3735
2022/3/4,14:00,3697
2022/3/4,15:00,3664
2022/3/4,16:00,3757
2022/3/4,17:00,3903
2022/3/4,18:00,3974
2022/3/4,19:00,3874
2022/3/4,20:00,3732
2022/3/4,21:00,3517
2022/3/4,22:00,3315
2022/3/4,23:00,3101
2022/3/5,0:00,2857
2022/3/5,1:00,2745
2022/3/5,2:00,2712
2022/3/5,3:00,2719
2022/3/5,4:00,2740
2022/3/5,5:00,2824
2022/3/5,6:00,2963
2022/3/5,7:00,3041
2022/3/5,8:00,3139
2022/3/5,9:00,3208
2022/3/5,10:00,3159
2022/3/5,11:00,3134
2022/3/5,12:00,3036
2022/3/5,13:00,2992
2022/3/5,14:00,2925
2022/3/5,15:00,2896
2022/3/5,16:00,2935
2022/3/5,17:00,3111
2022/3/5,18:00,3285
2022/3/5,19:00,3259
2022/3/5,20:00,3180
2022/3/5,21:00,3033
2022/3/5,22:00,2898
2022/3/5,23:00,2768
2022/3/6,0:00,2592
2022/3/6,1:00,2521
2022/3/6,2:00,2520
2022/3/6,3:00,2536
2022/3/6,4:00,2566
2022/3/6,5:00,2629
2022/3/6,6:00,2712
2022/3/6,7:00,2734
2022/3/6,8:00,2822
2022/3/6,9:00,2933
2022/3/6,10:00,2996
2022/3/6,11:00,2975
2022/3/6,12:00,2917
2022/3/6,13:00,2912
2022/3/6,14:00,2840
2022/3/6,15:00,2877
2022/3/6,16:00,3052
2022/3/6,17:00,3393
2022/3/6,18:00,3665
2022/3/6,19:00,3691
2022/3/6,20:00,3619
2022/3/6,21:00,3455
2022/3/6,22:00,3229
2022/3/6,23:00,3048
2022/3/7,0:00,2842
2022/3/7,1:00,2753
2022/3/7,2:00,2731
2022/3/7,3:00,2734
2022/3/7,4:00,2790
2022/3/7,5:00,3016
2022/3/7,6:00,3401
2022/3/7,7:00,3619
2022/3/7,8:00,3859
2022/3/7,9:00,4033
2022/3/7,10:00,4002
2022/3/7,11:00,3964
2022/3/7,12:00,3748
2022/3/7,13:00,3819
2022/3/7,14:00,3771
2022/3/7,15:00,3714
2022/3/7,16:00,3749
2022/3/7,17:00,3903
2022/3/7,18:00,4045
2022/3/7,19:00,3962
2022/3/7,20:00,3840
2022/3/7,21:00,3640
2022/3/7,22:00,3430
2022/3/7,23:00,3206
2022/3/8,0:00,2960
2022/3/8,1:00,2836
2022/3/8,2:00,2812
2022/3/8,3:00,2809
2022/3/8,4:00,2853
2022/3/8,5:00,3037
2022/3/8,6:00,3423
2022/3/8,7:00,3818
2022/3/8,8:00,4236
2022/3/8,9:00,4405
2022/3/8,10:00,4374
2022/3/8,11:00,4273
2022/3/8,12:00,4085
2022/3/8,13:00,4210
2022/3/8,14:00,4166
2022/3/8,15:00,4141
2022/3/8,16:00,4185
2022/3/8,17:00,4252
2022/3/8,18:00,4296
2022/3/8,19:00,4154
2022/3/8,20:00,3988
2022/3/8,21:00,3745
2022/3/8,22:00,3504
2022/3/8,23:00,3247
2022/3/9,0:00,2973
2022/3/9,1:00,2853
2022/3/9,2:00,2827
2022/3/9,3:00,2834
2022/3/9,4:00,2887
2022/3/9,5:00,3090
2022/3/9,6:00,3420
2022/3/9,7:00,3654
2022/3/9,8:00,3887
2022/3/9,9:00,3980
2022/3/9,10:00,3927
2022/3/9,11:00,3880
2022/3/9,12:00,3700
2022/3/9,13:00,3736
2022/3/9,14:00,3681
2022/3/9,15:00,3634
2022/3/9,16:00,3700
2022/3/9,17:00,3832
2022/3/9,18:00,3955
2022/3/9,19:00,3891
2022/3/9,20:00,3783
2022/3/9,21:00,3596
2022/3/9,22:00,3402
2022/3/9,23:00,3184
2022/3/10,0:00,2947
2022/3/10,1:00,2842
2022/3/10,2:00,2826
2022/3/10,3:00,2835
2022/3/10,4:00,2897
2022/3/10,5:00,3104
2022/3/10,6:00,3425
2022/3/10,7:00,3632
2022/3/10,8:00,3825
2022/3/10,9:00,3967
2022/3/10,10:00,3926
2022/3/10,11:00,3895
2022/3/10,12:00,3740
2022/3/10,13:00,3735
2022/3/10,14:00,3646
2022/3/10,15:00,3575
2022/3/10,16:00,3626
2022/3/10,17:00,3747
2022/3/10,18:00,3900
2022/3/10,19:00,3824
2022/3/10,20:00,3694
2022/3/10,21:00,3500
2022/3/10,22:00,3300
2022/3/10,23:00,3089
2022/3/11,0:00,2855
2022/3/11,1:00,2747
2022/3/11,2:00,2729
2022/3/11,3:00,2729
2022/3/11,4:00,2793
2022/3/11,5:00,2973
2022/3/11,6:00,3269
2022/3/11,7:00,3464
2022/3/11,8:00,3671
2022/3/11,9:00,3781
2022/3/11,10:00,3725
2022/3/11,11:00,3664
2022/3/11,12:00,3490
2022/3/11,13:00,3513
2022/3/11,14:00,3442
2022/3/11,15:00,3394
2022/3/11,16:00,3413
2022/3/11,17:00,3459
2022/3/11,18:00,3575
2022/3/11,19:00,3489
2022/3/11,20:00,3368
2022/3/11,21:00,3191
2022/3/11,22:00,3033
2022/3/11,23:00,2852
2022/3/12,0:00,2652
2022/3/12,1:00,2568
2022/3/12,2:00,2559
2022/3/12,3:00,2570
2022/3/12,4:00,2590
2022/3/12,5:00,2647
2022/3/12,6:00,2694
2022/3/12,7:00,2737
2022/3/12,8:00,2836
2022/3/12,9:00,2905
2022/3/12,10:00,2917
2022/3/12,11:00,2906
2022/3/12,12:00,2846
2022/3/12,13:00,2803
2022/3/12,14:00,2755
2022/3/12,15:00,2695
2022/3/12,16:00,2737
2022/3/12,17:00,2853
2022/3/12,18:00,3015
2022/3/12,19:00,2990
2022/3/12,20:00,2921
2022/3/12,21:00,2790
2022/3/12,22:00,2678
2022/3/12,23:00,2561
2022/3/13,0:00,2408
2022/3/13,1:00,2339
2022/3/13,2:00,2337
2022/3/13,3:00,2348
2022/3/13,4:00,2354
2022/3/13,5:00,2381
2022/3/13,6:00,2401
2022/3/13,7:00,2486
2022/3/13,8:00,2655
2022/3/13,9:00,2743
2022/3/13,10:00,2838
2022/3/13,11:00,2790
2022/3/13,12:00,2767
2022/3/13,13:00,2742
2022/3/13,14:00,2661
2022/3/13,15:00,2655
2022/3/13,16:00,2650
2022/3/13,17:00,2868
2022/3/13,18:00,3018
2022/3/13,19:00,2985
2022/3/13,20:00,2892
2022/3/13,21:00,2748
2022/3/13,22:00,2589
2022/3/13,23:00,2456
2022/3/14,0:00,2307
2022/3/14,1:00,2248
2022/3/14,2:00,2269
2022/3/14,3:00,2294
2022/3/14,4:00,2333
2022/3/14,5:00,2421
2022/3/14,6:00,2625
2022/3/14,7:00,2797
2022/3/14,8:00,3019
2022/3/14,9:00,3192
2022/3/14,10:00,3255
2022/3/14,11:00,3295
2022/3/14,12:00,3187
2022/3/14,13:00,3271
2022/3/14,14:00,3266
2022/3/14,15:00,3193
2022/3/14,16:00,3221
2022/3/14,17:00,3236
2022/3/14,18:00,3295
2022/3/14,19:00,3200
2022/3/14,20:00,3090
2022/3/14,21:00,2938
2022/3/14,22:00,2811
2022/3/14,23:00,2678
2022/3/15,0:00,2495
2022/3/15,1:00,2421
2022/3/15,2:00,2429
2022/3/15,3:00,2458
2022/3/15,4:00,2499
2022/3/15,5:00,2606
2022/3/15,6:00,2837
2022/3/15,7:00,3068
2022/3/15,8:00,3370
2022/3/15,9:00,3513
2022/3/15,10:00,3447
2022/3/15,11:00,3352
2022/3/15,12:00,3239
2022/3/15,13:00,3318
2022/3/15,14:00,3267
2022/3/15,15:00,3199
2022/3/15,16:00,3223
2022/3/15,17:00,3281
2022/3/15,18:00,3367
2022/3/15,19:00,3272
2022/3/15,20:00,3150
2022/3/15,21:00,2992
2022/3/15,22:00,2840
2022/3/15,23:00,2700
2022/3/16,0:00,2524
2022/3/16,1:00,2448
2022/3/16,2:00,2459
2022/3/16,3:00,2479
2022/3/16,4:00,2519
2022/3/16,5:00,2629
2022/3/16,6:00,2796
2022/3/16,7:00,3023
2022/3/16,8:00,3332
2022/3/16,9:00,3469
2022/3/16,10:00,3480
2022/3/16,11:00,3467
2022/3/16,12:00,3323
2022/3/16,13:00,3381
2022/3/16,14:00,3353
2022/3/16,15:00,3301
2022/3/16,16:00,3262
2022/3/16,17:00,3282
2022/3/16,18:00,3362
2022/3/16,19:00,3274
2022/3/16,20:00,3156
2022/3/16,21:00,2988
2022/3/16,22:00,2846
2022/3/16,23:00,2609
2022/3/17,0:00,2302
2022/3/17,1:00,2352
2022/3/17,2:00,2396
2022/3/17,3:00,2417
2022/3/17,4:00,2462
2022/3/17,5:00,2577
2022/3/17,6:00,2748
2022/3/17,7:00,2937
2022/3/17,8:00,3248
2022/3/17,9:00,3450
2022/3/17,10:00,3539
2022/3/17,11:00,3524
2022/3/17,12:00,3332
2022/3/17,13:00,3385
2022/3/17,14:00,3314
2022/3/17,15:00,3240
2022/3/17,16:00,3279
2022/3/17,17:00,3313
2022/3/17,18:00,3370
2022/3/17,19:00,3269
2022/3/17,20:00,3138
2022/3/17,21:00,2982
2022/3/17,22:00,2821
2022/3/17,23:00,2675
2022/3/18,0:00,2507
2022/3/18,1:00,2446
2022/3/18,2:00,2461
2022/3/18,3:00,2498
2022/3/18,4:00,2559
2022/3/18,5:00,2692
2022/3/18,6:00,2982
2022/3/18,7:00,3347
2022/3/18,8:00,3812
2022/3/18,9:00,4156
2022/3/18,10:00,4251
2022/3/18,11:00,4297
2022/3/18,12:00,4204
2022/3/18,13:00,4273
2022/3/18,14:00,4278
2022/3/18,15:00,4264
2022/3/18,16:00,4307
2022/3/18,17:00,4317
2022/3/18,18:00,4279
2022/3/18,19:00,4145
2022/3/18,20:00,3990
2022/3/18,21:00,3744
2022/3/18,22:00,3481
2022/3/18,23:00,3232
2022/3/19,0:00,2969
2022/3/19,1:00,2804
2022/3/19,2:00,2738
2022/3/19,3:00,2698
2022/3/19,4:00,2682
2022/3/19,5:00,2715
2022/3/19,6:00,2783
2022/3/19,7:00,2868
2022/3/19,8:00,2983
2022/3/19,9:00,3079
2022/3/19,10:00,3102
2022/3/19,11:00,3138
2022/3/19,12:00,3068
2022/3/19,13:00,2904
2022/3/19,14:00,2985
2022/3/19,15:00,2897
2022/3/19,16:00,2997
2022/3/19,17:00,3198
2022/3/19,18:00,3314
2022/3/19,19:00,3309
2022/3/19,20:00,3237
2022/3/19,21:00,3089
2022/3/19,22:00,2929
2022/3/19,23:00,2769
2022/3/20,0:00,2572
2022/3/20,1:00,2480
2022/3/20,2:00,2472
2022/3/20,3:00,2477
2022/3/20,4:00,2494
2022/3/20,5:00,2535
2022/3/20,6:00,2566
2022/3/20,7:00,2606
2022/3/20,8:00,2727
2022/3/20,9:00,2846
2022/3/20,10:00,2905
2022/3/20,11:00,2905
2022/3/20,12:00,2878
2022/3/20,13:00,2780
2022/3/20,14:00,2732
2022/3/20,15:00,2765
2022/3/20,16:00,2895
2022/3/20,17:00,3099
2022/3/20,18:00,3239
2022/3/20,19:00,3234
2022/3/20,20:00,3160
2022/3/20,21:00,3020
2022/3/20,22:00,2842
2022/3/20,23:00,2689
2022/3/21,0:00,2498
2022/3/21,1:00,2414
2022/3/21,2:00,2407
2022/3/21,3:00,2422
2022/3/21,4:00,2463
2022/3/21,5:00,2540
2022/3/21,6:00,2638
2022/3/21,7:00,2782
2022/3/21,8:00,3028
2022/3/21,9:00,3220
2022/3/21,10:00,3230
2022/3/21,11:00,3224
2022/3/21,12:00,3139
2022/3/21,13:00,3085
2022/3/21,14:00,2997
2022/3/21,15:00,2979
2022/3/21,16:00,3047
2022/3/21,17:00,3212
2022/3/21,18:00,3429
2022/3/21,19:00,3424
2022/3/21,20:00,3340
2022/3/21,21:00,3173
2022/3/21,22:00,2973
2022/3/21,23:00,2792
2022/3/22,0:00,2587
2022/3/22,1:00,2505
2022/3/22,2:00,2511
2022/3/22,3:00,2539
2022/3/22,4:00,2608
2022/3/22,5:00,2781
2022/3/22,6:00,3115
2022/3/22,7:00,3516
2022/3/22,8:00,4005
2022/3/22,9:00,4358
2022/3/22,10:00,4461
2022/3/22,11:00,4518
2022/3/22,12:00,4436
2022/3/22,13:00,4534
2022/3/22,14:00,4514
2022/3/22,15:00,4439
2022/3/22,16:00,4377
2022/3/22,17:00,4319
2022/3/22,18:00,4308
2022/3/22,19:00,4154
2022/3/22,20:00,3962
2022/3/22,21:00,3749
2022/3/22,22:00,3538
2022/3/22,23:00,3311
2022/3/23,0:00,3074
2022/3/23,1:00,2964
2022/3/23,2:00,2939
2022/3/23,3:00,2932
2022/3/23,4:00,2974
2022/3/23,5:00,3163
2022/3/23,6:00,3491
2022/3/23,7:00,3767
2022/3/23,8:00,4136
2022/3/23,9:00,4352
2022/3/23,10:00,4324
2022/3/23,11:00,4212
2022/3/23,12:00,3957
2022/3/23,13:00,3921
2022/3/23,14:00,3874
2022/3/23,15:00,3831
2022/3/23,16:00,3884
2022/3/23,17:00,4023
2022/3/23,18:00,4091
2022/3/23,19:00,3999
2022/3/23,20:00,3882
2022/3/23,21:00,3709
2022/3/23,22:00,3505
2022/3/23,23:00,3269
2022/3/24,0:00,3007
2022/3/24,1:00,2882
2022/3/24,2:00,2841
2022/3/24,3:00,2828
2022/3/24,4:00,2872
2022/3/24,5:00,3045
2022/3/24,6:00,3325
2022/3/24,7:00,3530
2022/3/24,8:00,3787
2022/3/24,9:00,3923
2022/3/24,10:00,3873
2022/3/24,11:00,3859
2022/3/24,12:00,3672
2022/3/24,13:00,3677
2022/3/24,14:00,3595
2022/3/24,15:00,3525
2022/3/24,16:00,3551
2022/3/24,17:00,3614
2022/3/24,18:00,3768
2022/3/24,19:00,3713
2022/3/24,20:00,3611
2022/3/24,21:00,3450
2022/3/24,22:00,3256
2022/3/24,23:00,3049
2022/3/25,0:00,2816
2022/3/25,1:00,2710
2022/3/25,2:00,2691
2022/3/25,3:00,2701
2022/3/25,4:00,2747
2022/3/25,5:00,2908
2022/3/25,6:00,3119
2022/3/25,7:00,3270
2022/3/25,8:00,3524
2022/3/25,9:00,3688
2022/3/25,10:00,3666
2022/3/25,11:00,3631
2022/3/25,12:00,3476
2022/3/25,13:00,3478
2022/3/25,14:00,3396
2022/3/25,15:00,3336
2022/3/25,16:00,3330
2022/3/25,17:00,3358
2022/3/25,18:00,3487
2022/3/25,19:00,3421
2022/3/25,20:00,3316
2022/3/25,21:00,3164
2022/3/25,22:00,3011
2022/3/25,23:00,2840
2022/3/26,0:00,2631
2022/3/26,1:00,2523
2022/3/26,2:00,2494
2022/3/26,3:00,2484
2022/3/26,4:00,2470
2022/3/26,5:00,2487
2022/3/26,6:00,2530
2022/3/26,7:00,2651
2022/3/26,8:00,2900
2022/3/26,9:00,3062
2022/3/26,10:00,3050
2022/3/26,11:00,3056
2022/3/26,12:00,3003
2022/3/26,13:00,3025
2022/3/26,14:00,2985
2022/3/26,15:00,2935
2022/3/26,16:00,2987
2022/3/26,17:00,3091
2022/3/26,18:00,3159
2022/3/26,19:00,3095
2022/3/26,20:00,2990
2022/3/26,21:00,2856
2022/3/26,22:00,2707
2022/3/26,23:00,2562
2022/3/27,0:00,2387
2022/3/27,1:00,2301
2022/3/27,2:00,2287
2022/3/27,3:00,2290
2022/3/27,4:00,2278
2022/3/27,5:00,2255
2022/3/27,6:00,2242
2022/3/27,7:00,2328
2022/3/27,8:00,2466
2022/3/27,9:00,2582
2022/3/27,10:00,2657
2022/3/27,11:00,2606
2022/3/27,12:00,2608
2022/3/27,13:00,2536
2022/3/27,14:00,2473
2022/3/27,15:00,2526
2022/3/27,16:00,2615
2022/3/27,17:00,2799
2022/3/27,18:00,2943
2022/3/27,19:00,2910
2022/3/27,20:00,2842
2022/3/27,21:00,2723
2022/3/27,22:00,2567
2022/3/27,23:00,2454
2022/3/28,0:00,2298
2022/3/28,1:00,2236
2022/3/28,2:00,2235
2022/3/28,3:00,2268
2022/3/28,4:00,2311
2022/3/28,5:00,2395
2022/3/28,6:00,2502
2022/3/28,7:00,2686
2022/3/28,8:00,3014
2022/3/28,9:00,3276
2022/3/28,10:00,3336
2022/3/28,11:00,3385
2022/3/28,12:00,3304
2022/3/28,13:00,3334
2022/3/28,14:00,3271
2022/3/28,15:00,3213
2022/3/28,16:00,3262
2022/3/28,17:00,3346
2022/3/28,18:00,3427
2022/3/28,19:00,3350
2022/3/28,20:00,3234
2022/3/28,21:00,3087
2022/3/28,22:00,2934
2022/3/28,23:00,2760
2022/3/29,0:00,2554
2022/3/29,1:00,2457
2022/3/29,2:00,2455
2022/3/29,3:00,2482
2022/3/29,4:00,2523
2022/3/29,5:00,2625
2022/3/29,6:00,2841
2022/3/29,7:00,3114
2022/3/29,8:00,3488
2022/3/29,9:00,3729
2022/3/29,10:00,3750
2022/3/29,11:00,3763
2022/3/29,12:00,3637
2022/3/29,13:00,3705
2022/3/29,14:00,3674
2022/3/29,15:00,3696
2022/3/29,16:00,3754
2022/3/29,17:00,3785
2022/3/29,18:00,3785
2022/3/29,19:00,3665
2022/3/29,20:00,3511
2022/3/29,21:00,3315
2022/3/29,22:00,3119
2022/3/29,23:00,2901
2022/3/30,0:00,2663
2022/3/30,1:00,2541
2022/3/30,2:00,2520
2022/3/30,3:00,2530
2022/3/30,4:00,2560
2022/3/30,5:00,2655
2022/3/30,6:00,2806
2022/3/30,7:00,3004
2022/3/30,8:00,3256
2022/3/30,9:00,3355
2022/3/30,10:00,3418
2022/3/30,11:00,3366
2022/3/30,12:00,3178
2022/3/30,13:00,3263
2022/3/30,14:00,3214
2022/3/30,15:00,3186
2022/3/30,16:00,3196
2022/3/30,17:00,3221
2022/3/30,18:00,3295
2022/3/30,19:00,3208
2022/3/30,20:00,3098
2022/3/30,21:00,2944
2022/3/30,22:00,2796
2022/3/30,23:00,2631
2022/3/31,0:00,2437
2022/3/31,1:00,2344
2022/3/31,2:00,2339
2022/3/31,3:00,2368
2022/3/31,4:00,2391
2022/3/31,5:00,2439
2022/3/31,6:00,2511
2022/3/31,7:00,2674
2022/3/31,8:00,2984
2022/3/31,9:00,3175
2022/3/31,10:00,3246
2022/3/31,11:00,3321
2022/3/31,12:00,3146
2022/3/31,13:00,3209
2022/3/31,14:00,3098
2022/3/31,15:00,3054
2022/3/31,16:00,3152
2022/3/31,17:00,3215
2022/3/31,18:00,3275
2022/3/31,19:00,3206
2022/3/31,20:00,3112
2022/3/31,21:00,2980
2022/3/31,22:00,2857
2022/3/31,23:00,2714
