DAY,RESULT,TEMP,RAIN,WEATHER
2016,500766.0,2187.900000000000,50.5,108.0
2016,491166.0,2445.100000000000,21.5,90.0
2016,480517.0,2826.9000000000000,11.0,42.0
2016,485493.0,2894.000000000000,37.0,84.0
2016,424093.0,3160.3,13.5,24.0
2016,479830.0,3373.0000000000000,33.0,66.0
2016,489355.0,3247.4,31.5,66.0
2016,505181.0,3612.900000000000,0.0,60.0
2016,480317.0,3372.9000000000000,59.5,90.0
2016,485186.0,3433.3000000000000,10.0,72.0
2016,501470.0,3740.3000000000000,105.0,78.0
2016,529907.0,4025.900000000000,32.5,72.0
2016,517978.0,3877.2000000000000,27.0,84.0
2016,569715.0,4364.300000000000,1.5,60.0
2016,574615.0,4303.300000000000,35.5,84.0
2016,556991.0,4233.000000000000,40.0,78.0
2016,523368.0,4011.0,4.5,84.0
2016,597612.0,4560.9,45.0,48.0
2016,628452.0,4879.700000000000,0.0,36.0
2016,545182.0,4519.700000000000,114.5,54.0
2016,592628.0,4513.900000000000,194.0,84.0
2016,562475.0,4310.7,60.5,60.0
2016,601626.0,4589.100000000000,19.0,36.0
2016,551329.0,4111.800000000000,63.5,84.0
2016,510544.0,3667.7000000000000,175.0,108.0
2016,543723.0,4039.1000000000000,27.0,102.0
2016,524427.0,3882.100000000000,6.5,84.0
2016,480589.0,3252.900000000000,42.5,66.0
2016,488466.0,3137.8000000000000,30.0,42.0
2016,481296.0,2883.7000000000000,1.0,48.0
2016,498552.0,2184.600000000000,33.5,90.0
2016,516742.0,2023.5000000000000,7.0,24.0
2016,523220.0,2165.3000000000000,55.0,60.0
2016,543123.0,1818.3000000000000,45.5,84.0
2016,572097.0,1551.1000000000000,27.5,60.0
2016,549233.0,1767.3000000000000,4.0,36.0
2016,586107.0,1375.1000000000000,40.0,48.0
2016,583528.0,1531.6,2.5,24.0
2016,551628.0,1392.9,27.0,48.0
2016,484479.0,1203.000000000000,0.0,72.0
2017,604731.0,975.7,26.0,84.0
2017,645928.0,724.1000000000000,0.0,66.0
2017,649974.0,720.0000000000000,0.0,66.0
2017,596705.0,1268.7000000000000,0.0,60.0
2017,613946.0,1098.5000000000000,8.0,54.0
2017,618759.0,944.6000000000000,0.5,72.0
2017,577977.0,1502.7000000000000,7.0,42.0
2017,582124.0,1162.0000000000000,14.0,102.0
2017,573135.0,1359.9000000000000,1.5,60.0
2017,577415.0,1312.6,4.0,78.0
2017,539502.0,1754.3000000000000,25.5,72.0
2017,567929.0,1360.3000000000000,34.0,84.0
2017,532968.0,1826.400000000000,13.5,72.0
2017,511302.0,2215.500000000000,65.5,60.0
2017,483943.0,2984.3000000000000,30.5,84.0
2017,483013.0,2536.0,19.0,90.0
2017,436126.0,2864.6000000000000,1.0,60.0
2017,456312.0,3317.700000000000,4.0,24.0
2017,478879.0,3088.4000000000000,28.5,66.0
2017,497641.0,3705.7000000000000,1.0,84.0
2017,498189.0,3613.900000000000,30.0,72.0
2017,487192.0,3524.4000000000000,3.5,12.0
2017,495087.0,3538.2000000000000,13.0,84.0
2017,507180.0,3743.200000000000,58.0,96.0
2017,529270.0,3946.8000000000000,14.5,114.0
2017,570389.0,4330.1,20.5,84.0
2017,626456.0,4667.900000000000,0.0,78.0
2017,624224.0,4701.500000000000,10.5,42.0
2017,611965.0,4619.5,35.0,60.0
2017,576613.0,4332.700000000000,24.0,78.0
2017,627252.0,4706.900000000000,10.0,24.0
2017,488594.0,4032.200000000000,97.0,60.0
2017,597526.0,4600.8,17.5,60.0
2017,613164.0,4574.900000000000,10.0,66.0
2017,510138.0,3632.500000000000,45.0,54.0
2017,554270.0,4226.700000000000,7.5,36.0
2017,519234.0,3901.6000000000000,76.0,36.0
2017,512359.0,3707.8000000000000,81.0,42.0
2017,490011.0,3373.9000000000000,4.0,60.0
2017,496150.0,3420.500000000000,62.0,102.0
2017,506831.0,2335.7000000000000,118.5,78.0
2017,505746.0,2622.5000000000000,234.0,54.0
2017,500393.0,2401.3000000000000,113.0,48.0
2017,491176.0,2489.9000000000000,6.0,48.0
2017,518546.0,2147.9,11.0,66.0
2017,568408.0,1440.8000000000000,29.5,54.0
2017,552199.0,1842.9000000000000,0.5,90.0
2017,580976.0,1337.1000000000000,0.0,72.0
2017,612415.0,1124.8000000000000,4.5,66.0
2017,631387.0,984.8000000000000,0.0,72.0
2017,605621.0,1104.300000000000,10.5,96.0
2017,513595.0,911.7000000000000,0.0,84.0
2018,611117.0,993.3000000000000,9.5,72.0
2018,641142.0,855.7,15.0,84.0
2018,653572.0,707.8000000000000,24.0,66.0
2018,690611.0,449.10000000000000,8.0,60.0
2018,672151.0,630.4000000000000,7.0,36.0
2018,621789.0,1040.7000000000000,1.5,54.0
2018,630428.0,902.3000000000000,2.0,72.0
2018,608742.0,1236.2000000000000,49.5,84.0
2018,564984.0,1629.7000000000000,40.5,36.0
2018,544691.0,1906.4,63.5,48.0
2018,553814.0,1597.9000000000000,65.5,84.0
2018,500517.0,2423.400000000000,2.5,138.0
2018,483303.0,2705.300000000000,0.0,72.0
2018,492862.0,2642.200000000000,1.0,90.0
2018,494780.0,2518.8000000000000,49.5,48.0
2018,487192.0,3128.9000000000000,58.5,66.0
2018,446876.0,3455.9,17.5,54.0
2018,458146.0,2699.3000000000000,75.5,48.0
2018,490754.0,3443.1000000000000,49.0,48.0
2018,493595.0,3415.6000000000000,15.0,72.0
2018,498391.0,3618.9000000000000,8.5,66.0
2018,510618.0,3724.200000000000,14.0,54.0
2018,516650.0,3623.7000000000000,82.0,24.0
2018,499451.0,3268.3000000000000,41.0,48.0
2018,553142.0,4120.200000000000,18.5,30.0
2018,628200.0,4714.300000000000,1.5,54.0
2018,607858.0,4451.000000000000,36.0,108.0
2018,684895.0,5019.4,0.0,78.0
2018,699973.0,4996.400000000000,2.5,48.0
2018,647656.0,4680.2,67.0,78.0
2018,652122.0,4623.900000000000,49.5,42.0
2018,597287.0,4832.700000000000,11.0,48.0
2018,581340.0,4428.800000000000,0.0,78.0
2018,666972.0,4829.400000000000,25.0,72.0
2018,597724.0,4367.700000000000,41.5,66.0
2018,567670.0,4202.9,42.5,72.0
2018,520056.0,3744.1,123.0,78.0
2018,504104.0,3429.000000000000,115.5,84.0
2018,503115.0,3548.000000000000,61.5,84.0
2018,512453.0,3784.900000000000,11.0,60.0
2018,489658.0,3019.400000000000,9.0,96.0
2018,487245.0,2806.6,11.5,78.0
2018,485961.0,2830.4000000000000,12.0,60.0
2018,491576.0,2713.7000000000000,37.0,48.0
2018,493868.0,2562.900000000000,10.5,42.0
2018,513199.0,2128.4,15.0,48.0
2018,522076.0,1999.2,0.5,84.0
2018,531460.0,2214.3000000000000,18.0,60.0
2018,601439.0,1290.8,22.5,36.0
2018,623026.0,1151.7,2.5,96.0
2018,588547.0,1395.5000000000000,1.0,120.0
2018,518685.0,849.4000000000000,0.0,90.0
2018,616851.0,824.6000000000010,0.0,72.0
2019,633553.0,992.6999999999990,0.5,78.0
2019,627988.0,1042.6,0.0,42.0
2019,646846.0,914.2000000000000,14.5,54.0
2019,607857.0,1285.0000000000000,16.0,72.0
2019,651987.0,711.3000000000000,2.0,48.0
2019,601964.0,1322.8000000000000,2.0,36.0
2019,567184.0,1505.2000000000000,23.0,84.0
2019,572220.0,1477.7000000000000,74.0,60.0
2019,539459.0,1789.5000000000000,38.5,36.0
2019,522032.0,1986.5000000000000,0.0,48.0
2019,519506.0,1956.5000000000000,0.0,24.0
2019,542114.0,1476.8000000000000,10.5,48.0
2019,521954.0,1978.8000000000000,42.0,84.0
2019,498009.0,2409.400000000000,5.0,96.0
2019,479498.0,3051.7000000000000,7.0,48.0
2019,435441.0,2376.9000000000000,60.5,72.0
2019,433282.0,2994.300000000000,0.0,48.0
2019,476542.0,3198.8000000000000,0.5,66.0
2019,482256.0,3390.400000000000,82.0,60.0
2019,509441.0,3925.700000000000,8.5,54.0
2019,503594.0,3783.0000000000000,0.0,102.0
2019,489842.0,3184.400000000000,123.5,60.0
2019,506976.0,3779.100000000000,56.0,78.0
2019,519161.0,3835.1,33.0,72.0
2019,533742.0,3871.400000000000,26.0,84.0
2019,495038.0,3434.500000000000,43.5,72.0
2019,513829.0,3741.7000000000000,97.5,72.0
2019,581204.0,4321.700000000000,19.0,66.0
2019,660299.0,4871.400000000000,19.5,96.0
2019,699476.0,5026.200000000000,0.0,60.0
2019,610282.0,4934.0000000000100,29.0,24.0
2019,621511.0,4729.500000000000,36.5,54.0
2019,588875.0,4424.900000000000,32.5,96.0
2019,588467.0,4413.800000000000,13.5,60.0
2019,639356.0,4723.7,135.5,24.0
2019,523824.0,3880.6000000000000,38.5,84.0
2019,523306.0,3974.4000000000000,21.5,96.0
2019,537618.0,4079.6,0.0,114.0
2019,511373.0,3685.0000000000000,34.5,84.0
2019,473554.0,3242.4,229.0,66.0
2019,477041.0,2983.8000000000000,133.5,54.0
2019,487104.0,2801.900000000000,132.5,48.0
2019,476997.0,2579.900000000000,11.5,90.0
2019,494576.0,2415.5000000000000,7.0,12.0
2019,504518.0,2258.6000000000000,3.0,72.0
2019,552395.0,1892.4000000000000,135.0,60.0
2019,576244.0,1700.0,36.0,66.0
2019,592608.0,1600.0,8.5,54.0
2019,589666.0,1480.5,1.0,48.0
2019,598135.0,1298.9000000000000,30.0,12.0
2019,500560.0,1181.1000000000000,1.0,42.0
2019,572058.0,1141.6000000000000,14.5,78.0
2020,592681.0,1262.5000000000000,15.0,96.0
2020,629405.0,1043.6000000000000,11.0,66.0
2020,610553.0,1336.7,94.5,66.0
2020,593215.0,1268.9000000000000,0.0,48.0
2020,612002.0,1043.4000000000000,0.0,54.0
2020,562307.0,1648.5,8.5,60.0
2020,549430.0,1643.9000000000000,5.5,54.0
2020,561014.0,1558.7000000000000,14.0,102.0
2020,535121.0,1879.200000000000,32.0,60.0
2020,545981.0,1586.1000000000000,26.0,78.0
2020,496603.0,2082.9,0.0,60.0
2020,534338.0,1871.4000000000000,91.0,84.0
2020,488198.0,2180.8000000000000,0.5,84.0
2020,498199.0,1855.1000000000000,141.0,72.0
2020,474889.0,2142.5,106.0,84.0
2020,438483.0,2425.3000000000000,18.0,78.0
2020,389097.0,3221.9000000000000,21.5,60.0
2020,436400.0,3455.000000000000,1.5,36.0
2020,447719.0,2979.7,84.0,54.0
2020,444764.0,3300.900000000000,11.0,84.0
2020,464133.0,3677.6000000000000,4.0,72.0
2020,506018.0,4104.000000000000,17.0,24.0
2020,514458.0,3994.500000000000,48.0,60.0
2020,475721.0,3546.2000000000000,98.0,96.0
2020,521993.0,4149.0,67.0,126.0
2020,531604.0,4181.500000000000,93.0,84.0
2020,517406.0,3920.4000000000000,22.0,78.0
2020,522613.0,3989.5000000000000,87.0,54.0
2020,527058.0,4176.200000000000,46.0,48.0
2020,590007.0,4561.900000000000,1.5,66.0
2020,621299.0,4990.700000000000,22.0,36.0
2020,671362.0,5069.300000000000,0.0,60.0
2020,647655.0,4753.7,38.0,72.0
2020,644707.0,4755.500000000000,13.0,66.0
2020,638801.0,4715.300000000000,53.5,54.0
2020,554253.0,4114.200000000000,18.0,24.0
2020,500941.0,3838.8000000000000,21.5,42.0
2020,470256.0,3321.7000000000000,13.5,36.0
2020,477394.0,3373.4000000000000,49.0,54.0
2020,480784.0,3140.2000000000000,114.0,108.0
2020,483658.0,2526.9000000000000,32.5,78.0
2020,475537.0,2796.600000000000,8.5,48.0
2020,479316.0,2416.200000000000,7.0,66.0
2020,507384.0,2480.0,2.5,42.0
2020,495414.0,2550.000000000000,0.0,60.0
2020,490169.0,2509.7000000000000,5.0,66.0
2020,550292.0,1683.9000000000000,8.0,84.0
2020,578167.0,1538.5000000000000,3.5,66.0
2020,604305.0,1325.0,0.0,66.0
2020,643473.0,1024.2,0.0,72.0
2020,546815.0,1215.500000000000,1.5,96.0